scenario,model_name,method,seed,step,agent_idx,utility
mixing_high_conflict,exact,best_response,20,18,0,0.22983191817986687
mixing_high_conflict,exact,best_response,20,18,1,0.3617054523769502
mixing_high_conflict,exact,projected_gradient,19,0,0,0.2954814415969931
mixing_high_conflict,exact,projected_gradient,19,0,1,0.02011294273121267
mixing_high_conflict,exact,projected_gradient,19,1,0,0.3234428944153148
mixing_high_conflict,exact,projected_gradient,19,1,1,0.03538120649188581
mixing_high_conflict,exact,projected_gradient,19,2,0,0.3497511404030662
mixing_high_conflict,exact,projected_gradient,19,2,1,0.049894325686548335
mixing_high_conflict,exact,projected_gradient,19,3,0,0.374422713623737
mixing_high_conflict,exact,projected_gradient,19,3,1,0.06366114593328459
mixing_high_conflict,exact,projected_gradient,19,4,0,0.3974870362069606
mixing_high_conflict,exact,projected_gradient,19,4,1,0.0766968201120865
mixing_high_conflict,exact,projected_gradient,19,5,0,0.418984458981564
mixing_high_conflict,exact,projected_gradient,19,5,1,0.08902183079580267
mixing_high_conflict,exact,projected_gradient,19,6,0,0.4389642962355494
mixing_high_conflict,exact,projected_gradient,19,6,1,0.1006609959611679
mixing_high_conflict,exact,projected_gradient,19,7,0,0.45748292825677506
mixing_high_conflict,exact,projected_gradient,19,7,1,0.11164250107694917
mixing_high_conflict,exact,projected_gradient,19,8,0,0.474602027307391
mixing_high_conflict,exact,projected_gradient,19,8,1,0.1219969905572621
mixing_high_conflict,exact,projected_gradient,19,9,0,0.49038694532917154
mixing_high_conflict,exact,projected_gradient,19,9,1,0.13175674164350692
mixing_high_conflict,exact,projected_gradient,19,10,0,0.5049052861104855
mixing_high_conflict,exact,projected_gradient,19,10,1,0.140954934765603
mixing_high_conflict,exact,projected_gradient,19,11,0,0.5182256715342004
mixing_high_conflict,exact,projected_gradient,19,11,1,0.14962502677238682
mixing_high_conflict,exact,projected_gradient,19,12,0,0.5304167011310832
mixing_high_conflict,exact,projected_gradient,19,12,1,0.15780022730478765
mixing_high_conflict,exact,projected_gradient,19,13,0,0.541546096442987
mixing_high_conflict,exact,projected_gradient,19,13,1,0.165513074016714
mixing_high_conflict,exact,projected_gradient,19,14,0,0.5516800164091215
mixing_high_conflict,exact,projected_gradient,19,14,1,0.17279509920109817
mixing_high_conflict,exact,projected_gradient,19,15,0,0.5608825267680656
mixing_high_conflict,exact,projected_gradient,19,15,1,0.17967657845093504
mixing_high_conflict,exact,projected_gradient,19,16,0,0.5692152049154542
mixing_high_conflict,exact,projected_gradient,19,16,1,0.18618635104481776
mixing_high_conflict,exact,projected_gradient,19,17,0,0.5767368613762296
mixing_high_conflict,exact,projected_gradient,19,17,1,0.19235170156074294
mixing_high_conflict,exact,projected_gradient,19,18,0,0.583503359682151
mixing_high_conflict,exact,projected_gradient,19,18,1,0.19819829257825936
mixing_high_conflict,exact,projected_gradient,20,0,0,0.03446808620727032
mixing_high_conflict,exact,projected_gradient,20,0,1,0.09084363782565727
mixing_high_conflict,exact,projected_gradient,20,1,0,0.050106687290823404
mixing_high_conflict,exact,projected_gradient,20,1,1,0.10042386034745165
mixing_high_conflict,exact,projected_gradient,20,2,0,0.06523083231527846
mixing_high_conflict,exact,projected_gradient,20,2,1,0.10973813798600598
mixing_high_conflict,exact,projected_gradient,20,3,0,0.07985086910569453
mixing_high_conflict,exact,projected_gradient,20,3,1,0.11879286392418933
mixing_high_conflict,exact,projected_gradient,20,4,0,0.0939774365734509
mixing_high_conflict,exact,projected_gradient,20,4,1,0.12759428069133028
mixing_high_conflict,exact,projected_gradient,20,5,0,0.10762140307454565
mixing_high_conflict,exact,projected_gradient,20,5,1,0.13614848768195703
mixing_high_conflict,exact,projected_gradient,20,6,0,0.12079380987703409
mixing_high_conflict,exact,projected_gradient,20,6,1,0.14446144846517053
mixing_high_conflict,exact,projected_gradient,20,7,0,0.13350581964945268
mixing_high_conflict,exact,projected_gradient,20,7,1,0.15253899781382696
mixing_high_conflict,exact,projected_gradient,20,8,0,0.1457686698120712
mixing_high_conflict,exact,projected_gradient,20,8,1,0.16038684838653183
mixing_high_conflict,exact,projected_gradient,20,9,0,0.15759363054085515
mixing_high_conflict,exact,projected_gradient,20,9,1,0.1680105970030207
mixing_high_conflict,exact,projected_gradient,20,10,0,0.16899196717752826
mixing_high_conflict,exact,projected_gradient,20,10,1,0.17541573046358888
mixing_high_conflict,exact,projected_gradient,20,11,0,0.17997490677555641
mixing_high_conflict,exact,projected_gradient,20,11,1,0.18260763087475515
mixing_high_conflict,exact,projected_gradient,20,12,0,0.1905536084989978
mixing_high_conflict,exact,projected_gradient,20,12,1,0.18959158045547844
mixing_high_conflict,exact,projected_gradient,20,13,0,0.20073913758679868
mixing_high_conflict,exact,projected_gradient,20,13,1,0.1963727658102878
mixing_high_conflict,exact,projected_gradient,20,14,0,0.21054244259746877
mixing_high_conflict,exact,projected_gradient,20,14,1,0.20295628166713836
mixing_high_conflict,exact,projected_gradient,20,15,0,0.21997433565650115
mixing_high_conflict,exact,projected_gradient,20,15,1,0.20934713408824765
mixing_high_conflict,exact,projected_gradient,20,16,0,0.22904547544005352
mixing_high_conflict,exact,projected_gradient,20,16,1,0.2155502431714416
mixing_high_conflict,exact,projected_gradient,20,17,0,0.2377663526421374
mixing_high_conflict,exact,projected_gradient,20,17,1,0.22157044526736827
mixing_high_conflict,exact,projected_gradient,20,18,0,0.2461472776879186
mixing_high_conflict,exact,projected_gradient,20,18,1,0.2274124947443842
mixing_high_conflict,exact,extra_gradient,19,0,0,0.2954814415969931
mixing_high_conflict,exact,extra_gradient,19,0,1,0.02011294273121267
mixing_high_conflict,exact,extra_gradient,19,1,0,0.32268241815298315
mixing_high_conflict,exact,extra_gradient,19,1,1,0.03504446724788568
mixing_high_conflict,exact,extra_gradient,19,2,0,0.34827762137567986
mixing_high_conflict,exact,extra_gradient,19,2,1,0.04924889034409413
mixing_high_conflict,exact,extra_gradient,19,3,0,0.3722912898384936
mixing_high_conflict,exact,extra_gradient,19,3,1,0.06273746068632002
mixing_high_conflict,exact,extra_gradient,19,4,0,0.39475838142474917
mixing_high_conflict,exact,extra_gradient,19,4,1,0.07552672360389084
mixing_high_conflict,exact,extra_gradient,19,5,0,0.4157227368741746
mixing_high_conflict,exact,extra_gradient,19,5,1,0.08763761951368004
mixing_high_conflict,exact,extra_gradient,19,6,0,0.4352353072966187
mixing_high_conflict,exact,extra_gradient,19,6,1,0.09909459990259173
mixing_high_conflict,exact,extra_gradient,19,7,0,0.4533524942355741
mixing_high_conflict,exact,extra_gradient,19,7,1,0.10992479034295422
mixing_high_conflict,exact,extra_gradient,19,8,0,0.47013463557553126
mixing_high_conflict,exact,extra_gradient,19,8,1,0.12015722148605729
mixing_high_conflict,exact,extra_gradient,19,9,0,0.48564465708470117
mixing_high_conflict,exact,extra_gradient,19,9,1,0.12982214127533465
mixing_high_conflict,exact,extra_gradient,19,10,0,0.49994689811706194
mixing_high_conflict,exact,extra_gradient,19,10,1,0.13895041506719646
mixing_high_conflict,exact,extra_gradient,19,11,0,0.5131061111006913
mixing_high_conflict,exact,extra_gradient,19,11,1,0.14757301507733564
mixing_high_conflict,exact,extra_gradient,19,12,0,0.525186627821979
mixing_high_conflict,exact,extra_gradient,19,12,1,0.15572059657316525
mixing_high_conflict,exact,extra_gradient,19,13,0,0.5362516809419715
mixing_high_conflict,exact,extra_gradient,19,13,1,0.16342315540309402
mixing_high_conflict,exact,extra_gradient,19,14,0,0.5463628663399099
mixing_high_conflict,exact,extra_gradient,19,14,1,0.1707097596301421
mixing_high_conflict,exact,extra_gradient,19,15,0,0.5555797304334538
mixing_high_conflict,exact,extra_gradient,19,15,1,0.17760834703782805
mixing_high_conflict,exact,extra_gradient,19,16,0,0.5639594662499429
mixing_high_conflict,exact,extra_gradient,19,16,1,0.18414557991767666
mixing_high_conflict,exact,extra_gradient,19,17,0,0.5715567024259609
mixing_high_conflict,exact,extra_gradient,19,17,1,0.19034674866212947
mixing_high_conflict,exact,extra_gradient,19,18,0,0.5784233702451332
mixing_high_conflict,exact,extra_gradient,19,18,1,0.19623571612917826
mixing_high_conflict,exact,extra_gradient,20,0,0,0.03446808620727032
mixing_high_conflict,exact,extra_gradient,20,0,1,0.09084363782565727
mixing_high_conflict,exact,extra_gradient,20,1,0,0.04980334819862914
mixing_high_conflict,exact,extra_gradient,20,1,1,0.1002127977589557
mixing_high_conflict,exact,extra_gradient,20,2,0,0.06464068347962351
mixing_high_conflict,exact,extra_gradient,20,2,1,0.10932866452924078
mixing_high_conflict,exact,extra_gradient,20,3,0,0.0789901296593698
mixing_high_conflict,exact,extra_gradient,20,3,1,0.11819705498255362
mixing_high_conflict,exact,extra_gradient,20,4,0,0.09286196694469473
mixing_high_conflict,exact,extra_gradient,20,4,1,0.1268236657500229
mixing_high_conflict,exact,extra_gradient,20,5,0,0.1062666652322018
mixing_high_conflict,exact,extra_gradient,20,5,1,0.1352140791575082
mixing_high_conflict,exact,extra_gradient,20,6,0,0.11921483551289058
mixing_high_conflict,exact,extra_gradient,20,6,1,0.14337376885165967
mixing_high_conflict,exact,extra_gradient,20,7,0,0.13171718549247677
mixing_high_conflict,exact,extra_gradient,20,7,1,0.1513081051018592
mixing_high_conflict,exact,extra_gradient,20,8,0,0.14378447928251878
mixing_high_conflict,exact,extra_gradient,20,8,1,0.1590223597410405
mixing_high_conflict,exact,extra_gradient,20,9,0,0.15542750098219205
mixing_high_conflict,exact,extra_gradient,20,9,1,0.16652171071426686
mixing_high_conflict,exact,extra_gradient,20,10,0,0.16665702194615706
mixing_high_conflict,exact,extra_gradient,20,10,1,0.17381124621134358
mixing_high_conflict,exact,extra_gradient,20,11,0,0.17748377151855615
mixing_high_conflict,exact,extra_gradient,20,11,1,0.18089596836788688
mixing_high_conflict,exact,extra_gradient,20,12,0,0.18791841100517798
mixing_high_conflict,exact,extra_gradient,20,12,1,0.18778079652767996
mixing_high_conflict,exact,extra_gradient,20,13,0,0.19797151065367907
mixing_high_conflict,exact,extra_gradient,20,13,1,0.1944705700673016
mixing_high_conflict,exact,extra_gradient,20,14,0,0.20765352941425377
mixing_high_conflict,exact,extra_gradient,20,14,1,0.20097005079164473
mixing_high_conflict,exact,extra_gradient,20,15,0,0.21697479725911314
mixing_high_conflict,exact,extra_gradient,20,15,1,0.20728392491577322
mixing_high_conflict,exact,extra_gradient,20,16,0,0.22594549984765822
mixing_high_conflict,exact,extra_gradient,20,16,1,0.21341680465446872
mixing_high_conflict,exact,extra_gradient,20,17,0,0.23457566533455534
mixing_high_conflict,exact,extra_gradient,20,17,1,0.219373229445725
mixing_high_conflict,exact,extra_gradient,20,18,0,0.24287515312935587
mixing_high_conflict,exact,extra_gradient,20,18,1,0.22515766683829186
mixing_high_conflict,no_mixing,best_response,19,0,0,0.044179866071057755
mixing_high_conflict,no_mixing,best_response,19,0,1,0.2921965937409208
mixing_high_conflict,no_mixing,best_response,19,1,0,0.09328537875612358
mixing_high_conflict,no_mixing,best_response,19,1,1,0.700151416742729
mixing_high_conflict,no_mixing,best_response,19,2,0,-0.05113095260812989
mixing_high_conflict,no_mixing,best_response,19,2,1,0.5453378339489237
mixing_high_conflict,no_mixing,best_response,19,3,0,-0.06749559196581523
mixing_high_conflict,no_mixing,best_response,19,3,1,0.3908614040059919
mixing_high_conflict,no_mixing,best_response,19,4,0,0.015835883155254943
mixing_high_conflict,no_mixing,best_response,19,4,1,0.7032194978000633
mixing_high_conflict,no_mixing,best_response,19,5,0,0.02086912653487452
mixing_high_conflict,no_mixing,best_response,19,5,1,0.6357195188408719
mixing_high_conflict,no_mixing,best_response,19,6,0,-0.14685418499392572
mixing_high_conflict,no_mixing,best_response,19,6,1,0.4206072902162993
mixing_high_conflict,no_mixing,best_response,19,7,0,0.03613942902441749
mixing_high_conflict,no_mixing,best_response,19,7,1,0.6553986488030032
mixing_high_conflict,no_mixing,best_response,19,8,0,-0.025702050523324915
mixing_high_conflict,no_mixing,best_response,19,8,1,0.6596199594968167
mixing_high_conflict,no_mixing,best_response,19,9,0,0.015441906847312045
mixing_high_conflict,no_mixing,best_response,19,9,1,0.8640394577473665
mixing_high_conflict,no_mixing,best_response,19,10,0,-0.011794765994145084
mixing_high_conflict,no_mixing,best_response,19,10,1,0.7067046329614622
mixing_high_conflict,no_mixing,best_response,19,11,0,-0.03648245945548112
mixing_high_conflict,no_mixing,best_response,19,11,1,0.5410688138566269
mixing_high_conflict,no_mixing,best_response,19,12,0,0.16418772350115077
mixing_high_conflict,no_mixing,best_response,19,12,1,0.4268798131524646
mixing_high_conflict,no_mixing,best_response,19,13,0,-0.1535225713361395
mixing_high_conflict,no_mixing,best_response,19,13,1,0.5678889217184753
mixing_high_conflict,no_mixing,best_response,19,14,0,-0.0007591397366491365
mixing_high_conflict,no_mixing,best_response,19,14,1,0.7183890411350177
mixing_high_conflict,no_mixing,best_response,19,15,0,-0.24468870434492207
mixing_high_conflict,no_mixing,best_response,19,15,1,0.8704286702988276
mixing_high_conflict,no_mixing,best_response,19,16,0,0.11079770417644295
mixing_high_conflict,no_mixing,best_response,19,16,1,0.3665249190474803
mixing_high_conflict,no_mixing,best_response,19,17,0,0.1039481225089076
mixing_high_conflict,no_mixing,best_response,19,17,1,0.5824883602412287
mixing_high_conflict,no_mixing,best_response,19,18,0,-0.09043298781648755
mixing_high_conflict,no_mixing,best_response,19,18,1,0.5621950417912014
mixing_high_conflict,no_mixing,best_response,20,0,0,-0.008296923663665579
mixing_high_conflict,no_mixing,best_response,20,0,1,0.05664554523248397
mixing_high_conflict,no_mixing,best_response,20,1,0,0.07331222770251673
mixing_high_conflict,no_mixing,best_response,20,1,1,0.3657558549587021
mixing_high_conflict,no_mixing,best_response,20,2,0,0.08678665833186838
mixing_high_conflict,no_mixing,best_response,20,2,1,0.6773461038886557
mixing_high_conflict,no_mixing,best_response,20,3,0,-0.10232647079924846
mixing_high_conflict,no_mixing,best_response,20,3,1,0.6318163994566677
mixing_high_conflict,no_mixing,best_response,20,4,0,-0.18577450184268263
mixing_high_conflict,no_mixing,best_response,20,4,1,0.8027435118209733
mixing_high_conflict,no_mixing,best_response,20,5,0,-0.14119213269037234
mixing_high_conflict,no_mixing,best_response,20,5,1,0.40475427369273714
mixing_high_conflict,no_mixing,best_response,20,6,0,0.0364202642618245
mixing_high_conflict,no_mixing,best_response,20,6,1,0.6530257600993126
mixing_high_conflict,no_mixing,best_response,20,7,0,-0.008947084504588143
mixing_high_conflict,no_mixing,best_response,20,7,1,0.6464620805319234
mixing_high_conflict,no_mixing,best_response,20,8,0,-0.009196536771626893
mixing_high_conflict,no_mixing,best_response,20,8,1,0.8692939744870753
mixing_high_conflict,no_mixing,best_response,20,9,0,-0.10337923929361845
mixing_high_conflict,no_mixing,best_response,20,9,1,0.6672944046177313
mixing_high_conflict,no_mixing,best_response,20,10,0,-0.05742375118029888
mixing_high_conflict,no_mixing,best_response,20,10,1,0.4690704932660982
mixing_high_conflict,no_mixing,best_response,20,11,0,0.026631436293305014
mixing_high_conflict,no_mixing,best_response,20,11,1,0.6933372752001352
mixing_high_conflict,no_mixing,best_response,20,12,0,0.27967128852749434
mixing_high_conflict,no_mixing,best_response,20,12,1,0.38792970601350935
mixing_high_conflict,no_mixing,best_response,20,13,0,0.19033500833872766
mixing_high_conflict,no_mixing,best_response,20,13,1,0.39005067072423133
mixing_high_conflict,no_mixing,best_response,20,14,0,0.03107793889923463
mixing_high_conflict,no_mixing,best_response,20,14,1,0.21104515837513488
mixing_high_conflict,no_mixing,best_response,20,15,0,0.11058089485124659
mixing_high_conflict,no_mixing,best_response,20,15,1,0.42106156461527844
mixing_high_conflict,no_mixing,best_response,20,16,0,-0.0767620095751343
mixing_high_conflict,no_mixing,best_response,20,16,1,0.6319774355029626
mixing_high_conflict,no_mixing,best_response,20,17,0,-0.18040211367785955
mixing_high_conflict,no_mixing,best_response,20,17,1,0.8041510036406545
mixing_high_conflict,no_mixing,best_response,20,18,0,0.11089766366820758
mixing_high_conflict,no_mixing,best_response,20,18,1,0.4875829721613082
mixing_high_conflict,no_mixing,projected_gradient,19,0,0,0.044179866071057755
mixing_high_conflict,no_mixing,projected_gradient,19,0,1,0.2921965937409208
mixing_high_conflict,no_mixing,projected_gradient,19,1,0,0.04809509920797922
mixing_high_conflict,no_mixing,projected_gradient,19,1,1,0.31735286445924615
mixing_high_conflict,no_mixing,projected_gradient,19,2,0,0.051824729188085034
mixing_high_conflict,no_mixing,projected_gradient,19,2,1,0.3412283382186512
mixing_high_conflict,no_mixing,projected_gradient,19,3,0,0.05537878784324701
mixing_high_conflict,no_mixing,projected_gradient,19,3,1,0.36382853219535555
mixing_high_conflict,no_mixing,projected_gradient,19,4,0,0.05876618269302797
mixing_high_conflict,no_mixing,projected_gradient,19,4,1,0.38516972003685773
mixing_high_conflict,no_mixing,projected_gradient,19,5,0,0.061994848911322065
mixing_high_conflict,no_mixing,projected_gradient,19,5,1,0.40527757148974636
mixing_high_conflict,no_mixing,projected_gradient,19,6,0,0.06507188825589874
mixing_high_conflict,no_mixing,projected_gradient,19,6,1,0.4241857154934008
mixing_high_conflict,no_mixing,projected_gradient,19,7,0,0.06800369389294905
mixing_high_conflict,no_mixing,projected_gradient,19,7,1,0.44193429096492304
mixing_high_conflict,no_mixing,projected_gradient,19,8,0,0.07079606078684908
mixing_high_conflict,no_mixing,projected_gradient,19,8,1,0.45856853895447064
mixing_high_conflict,no_mixing,projected_gradient,19,9,0,0.0734542819135439
mixing_high_conflict,no_mixing,projected_gradient,19,9,1,0.4741374781284512
mixing_high_conflict,no_mixing,projected_gradient,19,10,0,0.07598323099396101
mixing_high_conflict,no_mixing,projected_gradient,19,10,1,0.4886926937707181
mixing_high_conflict,no_mixing,projected_gradient,19,11,0,0.07838743274342803
mixing_high_conflict,no_mixing,projected_gradient,19,11,1,0.5022872595344519
mixing_high_conflict,no_mixing,projected_gradient,19,12,0,0.08067112181312724
mixing_high_conflict,no_mixing,projected_gradient,19,12,1,0.5149748015970934
mixing_high_conflict,no_mixing,projected_gradient,19,13,0,0.08283829168238922
mixing_high_conflict,no_mixing,projected_gradient,19,13,1,0.5268087069707664
mixing_high_conflict,no_mixing,projected_gradient,19,14,0,0.08489273476861996
mixing_high_conflict,no_mixing,projected_gradient,19,14,1,0.53784147158759
mixing_high_conflict,no_mixing,projected_gradient,19,15,0,0.08683807497562562
mixing_high_conflict,no_mixing,projected_gradient,19,15,1,0.5481241793388263
mixing_high_conflict,no_mixing,projected_gradient,19,16,0,0.0886777938190055
mixing_high_conflict,no_mixing,projected_gradient,19,16,1,0.5577061003195602
mixing_high_conflict,no_mixing,projected_gradient,19,17,0,0.09041525116372967
mixing_high_conflict,no_mixing,projected_gradient,19,17,1,0.5666343948799796
mixing_high_conflict,no_mixing,projected_gradient,19,18,0,0.09205370149530256
mixing_high_conflict,no_mixing,projected_gradient,19,18,1,0.5749539094545448
mixing_high_conflict,no_mixing,projected_gradient,20,0,0,-0.008296923663665579
mixing_high_conflict,no_mixing,projected_gradient,20,0,1,0.05664554523248397
mixing_high_conflict,no_mixing,projected_gradient,20,1,0,-0.002761935437192109
mixing_high_conflict,no_mixing,projected_gradient,20,1,1,0.07546479930990915
mixing_high_conflict,no_mixing,projected_gradient,20,2,0,0.0025461681508619494
mixing_high_conflict,no_mixing,projected_gradient,20,2,1,0.09367348691992003
mixing_high_conflict,no_mixing,projected_gradient,20,3,0,0.007637009373191228
mixing_high_conflict,no_mixing,projected_gradient,20,3,1,0.11126809367318416
mixing_high_conflict,no_mixing,projected_gradient,20,4,0,0.012519544037333769
mixing_high_conflict,no_mixing,projected_gradient,20,4,1,0.1282470146856647
mixing_high_conflict,no_mixing,projected_gradient,20,5,0,0.01720210428980859
mixing_high_conflict,no_mixing,projected_gradient,20,5,1,0.1446106607084853
mixing_high_conflict,no_mixing,projected_gradient,20,6,0,0.021692442949409335
mixing_high_conflict,no_mixing,projected_gradient,20,6,1,0.16036151891635153
mixing_high_conflict,no_mixing,projected_gradient,20,7,0,0.025997778654127862
mixing_high_conflict,no_mixing,projected_gradient,20,7,1,0.17550416905221058
mixing_high_conflict,no_mixing,projected_gradient,20,8,0,0.030124841125961033
mixing_high_conflict,no_mixing,projected_gradient,20,8,1,0.19004525705812292
mixing_high_conflict,no_mixing,projected_gradient,20,9,0,0.034079915902675534
mixing_high_conflict,no_mixing,projected_gradient,20,9,1,0.20399342956599004
mixing_high_conflict,no_mixing,projected_gradient,20,10,0,0.03786888795022583
mixing_high_conflict,no_mixing,projected_gradient,20,10,1,0.21735923362735196
mixing_high_conflict,no_mixing,projected_gradient,20,11,0,0.04149728364832497
mixing_high_conflict,no_mixing,projected_gradient,20,11,1,0.23015498679928095
mixing_high_conflict,no_mixing,projected_gradient,20,12,0,0.044970310729087803
mixing_high_conflict,no_mixing,projected_gradient,20,12,1,0.24239462316356983
mixing_high_conflict,no_mixing,projected_gradient,20,13,0,0.04829289583946808
mixing_high_conflict,no_mixing,projected_gradient,20,13,1,0.2540935210471712
mixing_high_conflict,no_mixing,projected_gradient,20,14,0,0.05146971948793083
mixing_high_conflict,no_mixing,projected_gradient,20,14,1,0.2652683181565072
mixing_high_conflict,no_mixing,projected_gradient,20,15,0,0.054505248220693275
mixing_high_conflict,no_mixing,projected_gradient,20,15,1,0.27593671957138727
mixing_high_conflict,no_mixing,projected_gradient,20,16,0,0.057403763950212655
mixing_high_conflict,no_mixing,projected_gradient,20,16,1,0.28611730360752263
mixing_high_conflict,no_mixing,projected_gradient,20,17,0,0.06016939042647931
mixing_high_conflict,no_mixing,projected_gradient,20,17,1,0.29582932999484207
mixing_high_conflict,no_mixing,projected_gradient,20,18,0,0.06280611689905857
mixing_high_conflict,no_mixing,projected_gradient,20,18,1,0.30509255417638864
mixing_high_conflict,no_mixing,extra_gradient,19,0,0,0.044179866071057755
mixing_high_conflict,no_mixing,extra_gradient,19,0,1,0.2921965937409208
mixing_high_conflict,no_mixing,extra_gradient,19,1,0,0.04809835080978053
mixing_high_conflict,no_mixing,extra_gradient,19,1,1,0.31682003264475117
mixing_high_conflict,no_mixing,extra_gradient,19,2,0,0.051836360472458376
mixing_high_conflict,no_mixing,extra_gradient,19,2,1,0.34019549077481787
mixing_high_conflict,no_mixing,extra_gradient,19,3,0,0.05540264723430194
mixing_high_conflict,no_mixing,extra_gradient,19,3,1,0.36233443133249327
mixing_high_conflict,no_mixing,extra_gradient,19,4,0,0.05880507000301968
mixing_high_conflict,no_mixing,extra_gradient,19,4,1,0.3832574935382212
mixing_high_conflict,no_mixing,extra_gradient,19,5,0,0.06205071876686777
mixing_high_conflict,no_mixing,extra_gradient,19,5,1,0.402993177289975
mixing_high_conflict,no_mixing,extra_gradient,19,6,0,0.06514602608435718
mixing_high_conflict,no_mixing,extra_gradient,19,6,1,0.42157651414175695
mixing_high_conflict,no_mixing,extra_gradient,19,7,0,0.06809686560184774
mixing_high_conflict,no_mixing,extra_gradient,19,7,1,0.43904777181234156
