scenario,model_name,profile_key,gt_epsilon
deep_high_conflict,quantum_encoded,5|4,0.0
deep_high_conflict,quantum_encoded,5|8,0.0
deep_high_conflict,quantum_encoded,6|2,0.0
deep_high_conflict,quantum_encoded,6|1,0.0011611111364425442
deep_high_conflict,quantum_encoded,3|1,0.008226783573627244
deep_high_conflict,quantum_encoded,3|2,0.009340561462437363
deep_high_conflict,quantum_encoded,4|0,0.026659700613624604
deep_high_conflict,quantum_encoded,8|0,0.026659700613624604
deep_high_conflict,quantum_encoded,4|5,0.08603211052318227
deep_high_conflict,quantum_encoded,8|5,0.08603211052318227
deep_high_conflict,residual_mlp,5|4,0.0
deep_high_conflict,residual_mlp,5|8,0.0
deep_high_conflict,residual_mlp,6|2,0.0
deep_high_conflict,residual_mlp,6|1,0.0011611111364425442
deep_high_conflict,residual_mlp,3|1,0.008226783573627244
deep_high_conflict,residual_mlp,3|2,0.009340561462437363
deep_high_conflict,residual_mlp,2|3,0.24301989495332926
deep_high_conflict,residual_mlp,1|3,0.25325235305254895
deep_high_conflict,residual_mlp,4|5,0.08603211052318227
deep_high_conflict,residual_mlp,8|5,0.08603211052318227
deep_high_conflict,residual_mlp,2|6,0.2676395947655044
deep_high_conflict,residual_mlp,4|0,0.026659700613624604
deep_high_conflict,residual_mlp,8|0,0.026659700613624604
deep_high_conflict,residual_mlp,1|6,0.27773318566516286
