scenario,activation_name,activation_family,activation_slug,num_agents,state_dim,mixing_depth,mean_action_budget,conflict_level,rho,competitive_extension,mean_target_overlap,activation_label,sample_idx,agent_idx,model_name,accuracy,exact_best_index,model_best_index
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,19,1,quantum_encoded,1.0,4,4
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,19,1,residual_mlp,1.0,4,4
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,20,0,ground_truth,1.0,1,1
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,20,0,quantum_encoded,1.0,1,1
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,20,0,residual_mlp,1.0,1,1
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,20,1,ground_truth,1.0,2,2
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,20,1,quantum_encoded,1.0,2,2
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,20,1,residual_mlp,1.0,2,2
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,21,0,ground_truth,1.0,0,0
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,21,0,quantum_encoded,1.0,0,0
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,21,0,residual_mlp,1.0,0,0
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,21,1,ground_truth,1.0,5,5
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,21,1,quantum_encoded,1.0,5,5
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,21,1,residual_mlp,1.0,5,5
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,22,0,ground_truth,1.0,2,2
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,22,0,quantum_encoded,1.0,2,2
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,22,0,residual_mlp,1.0,2,2
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,22,1,ground_truth,1.0,3,3
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,22,1,quantum_encoded,1.0,3,3
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,22,1,residual_mlp,0.0,3,6
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,23,0,ground_truth,1.0,8,8
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,23,0,quantum_encoded,1.0,8,8
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,23,0,residual_mlp,1.0,8,8
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,23,1,ground_truth,1.0,8,8
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,23,1,quantum_encoded,1.0,8,8
shallow_low_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,1,4.0,low,0.85,False,0.3128885201584534,softmax_beta_1p0,23,1,residual_mlp,0.0,8,4
shallow_low_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,1,4.0,low,0.85,False,0.3128885201584534,entmax_alpha_1p2,0,0,ground_truth,1.0,7,7
shallow_low_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,1,4.0,low,0.85,False,0.3128885201584534,entmax_alpha_1p2,0,0,quantum_encoded,1.0,7,7
shallow_low_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,1,4.0,low,0.85,False,0.3128885201584534,entmax_alpha_1p2,0,0,residual_mlp,1.0,7,7
shallow_low_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,1,4.0,low,0.85,False,0.3128885201584534,entmax_alpha_1p2,0,1,ground_truth,1.0,8,8
shallow_low_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,1,4.0,low,0.85,False,0.3128885201584534,entmax_alpha_1p2,0,1,quantum_encoded,1.0,8,8
shallow_low_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,1,4.0,low,0.85,False,0.3128885201584534,entmax_alpha_1p2,0,1,residual_mlp,1.0,8,8
shallow_low_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,1,4.0,low,0.85,False,0.3128885201584534,entmax_alpha_1p2,1,0,ground_truth,1.0,5,5
